geo,TIME_PERIOD,siec,source,nrg_bal,unit,OBS_VALUE
DE,2015,C0000X0350-0370,coal,GEP,GWH,272200.0
DE,2016,C0000X0350-0370,coal,GEP,GWH,261745.0
DE,2017,C0000X0350-0370,coal,GEP,GWH,241254.0
DE,2018,C0000X0350-0370,coal,GEP,GWH,228156.0
DE,2019,C0000X0350-0370,coal,GEP,GWH,171450.0
DE,2020,C0000X0350-0370,coal,GEP,GWH,134595.0
DE,2021,C0000X0350-0370,coal,GEP,GWH,164651.0
DE,2022,C0000X0350-0370,coal,GEP,GWH,179948.015
DE,2023,C0000X0350-0370,coal,GEP,GWH,124786.0
ES,2015,C0000X0350-0370,coal,GEP,GWH,51366.0
ES,2016,C0000X0350-0370,coal,GEP,GWH,36434.0
ES,2017,C0000X0350-0370,coal,GEP,GWH,45127.0
ES,2018,C0000X0350-0370,coal,GEP,GWH,37341.0
ES,2019,C0000X0350-0370,coal,GEP,GWH,12859.0
ES,2020,C0000X0350-0370,coal,GEP,GWH,5522.0
ES,2021,C0000X0350-0370,coal,GEP,GWH,4858.0
ES,2022,C0000X0350-0370,coal,GEP,GWH,7860.0
ES,2023,C0000X0350-0370,coal,GEP,GWH,3623.0
FR,2015,C0000X0350-0370,coal,GEP,GWH,11894.45
FR,2016,C0000X0350-0370,coal,GEP,GWH,10225.74
FR,2017,C0000X0350-0370,coal,GEP,GWH,12813.431
FR,2018,C0000X0350-0370,coal,GEP,GWH,8309.496
FR,2019,C0000X0350-0370,coal,GEP,GWH,3637.305
FR,2020,C0000X0350-0370,coal,GEP,GWH,3086.356
FR,2021,C0000X0350-0370,coal,GEP,GWH,5442.813
FR,2022,C0000X0350-0370,coal,GEP,GWH,4163.351
FR,2023,C0000X0350-0370,coal,GEP,GWH,1610.456
IT,2015,C0000X0350-0370,coal,GEP,GWH,43201.0
IT,2016,C0000X0350-0370,coal,GEP,GWH,35607.0
IT,2017,C0000X0350-0370,coal,GEP,GWH,32627.426
IT,2018,C0000X0350-0370,coal,GEP,GWH,28469.868
IT,2019,C0000X0350-0370,coal,GEP,GWH,18839.449
IT,2020,C0000X0350-0370,coal,GEP,GWH,13379.486
IT,2021,C0000X0350-0370,coal,GEP,GWH,14021.919
IT,2022,C0000X0350-0370,coal,GEP,GWH,22606.652
IT,2023,C0000X0350-0370,coal,GEP,GWH,13219.885
NL,2015,C0000X0350-0370,coal,GEP,GWH,39390.589
NL,2016,C0000X0350-0370,coal,GEP,GWH,36816.731
NL,2017,C0000X0350-0370,coal,GEP,GWH,31378.986
NL,2018,C0000X0350-0370,coal,GEP,GWH,27577.792
NL,2019,C0000X0350-0370,coal,GEP,GWH,17693.631
NL,2020,C0000X0350-0370,coal,GEP,GWH,7617.252
NL,2021,C0000X0350-0370,coal,GEP,GWH,14599.849
NL,2022,C0000X0350-0370,coal,GEP,GWH,14802.201
NL,2023,C0000X0350-0370,coal,GEP,GWH,8711.754
PL,2015,C0000X0350-0370,coal,GEP,GWH,130519.0
PL,2016,C0000X0350-0370,coal,GEP,GWH,130322.0
PL,2017,C0000X0350-0370,coal,GEP,GWH,131158.527
PL,2018,C0000X0350-0370,coal,GEP,GWH,130562.95
PL,2019,C0000X0350-0370,coal,GEP,GWH,118143.544
PL,2020,C0000X0350-0370,coal,GEP,GWH,107397.738
PL,2021,C0000X0350-0370,coal,GEP,GWH,127571.783
PL,2022,C0000X0350-0370,coal,GEP,GWH,124727.237
PL,2023,C0000X0350-0370,coal,GEP,GWH,98848.55
TR,2015,C0000X0350-0370,coal,GEP,GWH,74175.0
TR,2016,C0000X0350-0370,coal,GEP,GWH,90388.0
TR,2017,C0000X0350-0370,coal,GEP,GWH,95384.927
TR,2018,C0000X0350-0370,coal,GEP,GWH,111355.491
TR,2019,C0000X0350-0370,coal,GEP,GWH,111175.907
TR,2020,C0000X0350-0370,coal,GEP,GWH,104017.685
TR,2021,C0000X0350-0370,coal,GEP,GWH,101610.604
TR,2022,C0000X0350-0370,coal,GEP,GWH,111269.025
TR,2023,C0000X0350-0370,coal,GEP,GWH,117475.17
UK,2015,C0000X0350-0370,coal,GEP,GWH,75878.228
UK,2016,C0000X0350-0370,coal,GEP,GWH,30668.599
UK,2017,C0000X0350-0370,coal,GEP,GWH,22530.445
UK,2018,C0000X0350-0370,coal,GEP,GWH,16831.404
UK,2019,C0000X0350-0370,coal,GEP,GWH,6891.095
DE,2015,C0000X0350-0370,coal,GEP,KTOE,23404.987
DE,2016,C0000X0350-0370,coal,GEP,KTOE,22506.019
DE,2017,C0000X0350-0370,coal,GEP,KTOE,20744.11
DE,2018,C0000X0350-0370,coal,GEP,KTOE,19617.885
DE,2019,C0000X0350-0370,coal,GEP,KTOE,14742.046
DE,2020,C0000X0350-0370,coal,GEP,KTOE,11573.087
DE,2021,C0000X0350-0370,coal,GEP,KTOE,14157.438
DE,2022,C0000X0350-0370,coal,GEP,KTOE,15472.744
DE,2023,C0000X0350-0370,coal,GEP,KTOE,10729.665
ES,2015,C0000X0350-0370,coal,GEP,KTOE,4416.681
ES,2016,C0000X0350-0370,coal,GEP,KTOE,3132.76
ES,2017,C0000X0350-0370,coal,GEP,KTOE,3880.224
ES,2018,C0000X0350-0370,coal,GEP,KTOE,3210.748
ES,2019,C0000X0350-0370,coal,GEP,KTOE,1105.675
ES,2020,C0000X0350-0370,coal,GEP,KTOE,474.807
ES,2021,C0000X0350-0370,coal,GEP,KTOE,417.713
ES,2022,C0000X0350-0370,coal,GEP,KTOE,675.838
ES,2023,C0000X0350-0370,coal,GEP,KTOE,311.522
FR,2015,C0000X0350-0370,coal,GEP,KTOE,1022.739
FR,2016,C0000X0350-0370,coal,GEP,KTOE,879.255
FR,2017,C0000X0350-0370,coal,GEP,KTOE,1101.757
FR,2018,C0000X0350-0370,coal,GEP,KTOE,714.488
FR,2019,C0000X0350-0370,coal,GEP,KTOE,312.752
FR,2020,C0000X0350-0370,coal,GEP,KTOE,265.379
FR,2021,C0000X0350-0370,coal,GEP,KTOE,467.998
FR,2022,C0000X0350-0370,coal,GEP,KTOE,357.984
FR,2023,C0000X0350-0370,coal,GEP,KTOE,138.474
IT,2015,C0000X0350-0370,coal,GEP,KTOE,3714.617
IT,2016,C0000X0350-0370,coal,GEP,KTOE,3061.651
IT,2017,C0000X0350-0370,coal,GEP,KTOE,2805.454
IT,2018,C0000X0350-0370,coal,GEP,KTOE,2447.968
IT,2019,C0000X0350-0370,coal,GEP,KTOE,1619.901
IT,2020,C0000X0350-0370,coal,GEP,KTOE,1150.429
IT,2021,C0000X0350-0370,coal,GEP,KTOE,1205.668
IT,2022,C0000X0350-0370,coal,GEP,KTOE,1943.822
IT,2023,C0000X0350-0370,coal,GEP,KTOE,1136.706
NL,2015,C0000X0350-0370,coal,GEP,KTOE,3386.981
NL,2016,C0000X0350-0370,coal,GEP,KTOE,3165.669
NL,2017,C0000X0350-0370,coal,GEP,KTOE,2698.107
NL,2018,C0000X0350-0370,coal,GEP,KTOE,2371.263
NL,2019,C0000X0350-0370,coal,GEP,KTOE,1521.378
NL,2020,C0000X0350-0370,coal,GEP,KTOE,654.966
NL,2021,C0000X0350-0370,coal,GEP,KTOE,1255.361
NL,2022,C0000X0350-0370,coal,GEP,KTOE,1272.76
NL,2023,C0000X0350-0370,coal,GEP,KTOE,749.076
PL,2015,C0000X0350-0370,coal,GEP,KTOE,11222.614
PL,2016,C0000X0350-0370,coal,GEP,KTOE,11205.675
PL,2017,C0000X0350-0370,coal,GEP,KTOE,11277.603
PL,2018,C0000X0350-0370,coal,GEP,KTOE,11226.393
PL,2019,C0000X0350-0370,coal,GEP,KTOE,10158.516
PL,2020,C0000X0350-0370,coal,GEP,KTOE,9234.543
PL,2021,C0000X0350-0370,coal,GEP,KTOE,10969.199
PL,2022,C0000X0350-0370,coal,GEP,KTOE,10724.612
PL,2023,C0000X0350-0370,coal,GEP,KTOE,8499.445
TR,2015,C0000X0350-0370,coal,GEP,KTOE,6377.902
TR,2016,C0000X0350-0370,coal,GEP,KTOE,7771.969
TR,2017,C0000X0350-0370,coal,GEP,KTOE,8201.627
TR,2018,C0000X0350-0370,coal,GEP,KTOE,9574.849
TR,2019,C0000X0350-0370,coal,GEP,KTOE,9559.407
TR,2020,C0000X0350-0370,coal,GEP,KTOE,8943.911
TR,2021,C0000X0350-0370,coal,GEP,KTOE,8736.939
TR,2022,C0000X0350-0370,coal,GEP,KTOE,9567.414
TR,2023,C0000X0350-0370,coal,GEP,KTOE,10101.046
UK,2015,C0000X0350-0370,coal,GEP,KTOE,6524.353
UK,2016,C0000X0350-0370,coal,GEP,KTOE,2637.025
UK,2017,C0000X0350-0370,coal,GEP,KTOE,1937.27
UK,2018,C0000X0350-0370,coal,GEP,KTOE,1447.24
UK,2019,C0000X0350-0370,coal,GEP,KTOE,592.528
DE,2015,C0000X0350-0370,coal,GEP,TJ,979920.0
DE,2016,C0000X0350-0370,coal,GEP,TJ,942282.0
DE,2017,C0000X0350-0370,coal,GEP,TJ,868514.4
DE,2018,C0000X0350-0370,coal,GEP,TJ,821361.6
DE,2019,C0000X0350-0370,coal,GEP,TJ,617220.0
DE,2020,C0000X0350-0370,coal,GEP,TJ,484542.0
DE,2021,C0000X0350-0370,coal,GEP,TJ,592743.6
DE,2022,C0000X0350-0370,coal,GEP,TJ,647812.854
DE,2023,C0000X0350-0370,coal,GEP,TJ,449229.6
ES,2015,C0000X0350-0370,coal,GEP,TJ,184917.6
ES,2016,C0000X0350-0370,coal,GEP,TJ,131162.4
ES,2017,C0000X0350-0370,coal,GEP,TJ,162457.2
ES,2018,C0000X0350-0370,coal,GEP,TJ,134427.6
ES,2019,C0000X0350-0370,coal,GEP,TJ,46292.4
ES,2020,C0000X0350-0370,coal,GEP,TJ,19879.2
ES,2021,C0000X0350-0370,coal,GEP,TJ,17488.8
ES,2022,C0000X0350-0370,coal,GEP,TJ,28296.0
ES,2023,C0000X0350-0370,coal,GEP,TJ,13042.8
FR,2015,C0000X0350-0370,coal,GEP,TJ,42820.02
FR,2016,C0000X0350-0370,coal,GEP,TJ,36812.664
FR,2017,C0000X0350-0370,coal,GEP,TJ,46128.352
FR,2018,C0000X0350-0370,coal,GEP,TJ,29914.186
FR,2019,C0000X0350-0370,coal,GEP,TJ,13094.298
FR,2020,C0000X0350-0370,coal,GEP,TJ,11110.882
FR,2021,C0000X0350-0370,coal,GEP,TJ,19594.127
FR,2022,C0000X0350-0370,coal,GEP,TJ,14988.062
FR,2023,C0000X0350-0370,coal,GEP,TJ,5797.643
IT,2015,C0000X0350-0370,coal,GEP,TJ,155523.6
IT,2016,C0000X0350-0370,coal,GEP,TJ,128185.2
IT,2017,C0000X0350-0370,coal,GEP,TJ,117458.734
IT,2018,C0000X0350-0370,coal,GEP,TJ,102491.525
IT,2019,C0000X0350-0370,coal,GEP,TJ,67822.016
IT,2020,C0000X0350-0370,coal,GEP,TJ,48166.15
IT,2021,C0000X0350-0370,coal,GEP,TJ,50478.908
IT,2022,C0000X0350-0370,coal,GEP,TJ,81383.947
IT,2023,C0000X0350-0370,coal,GEP,TJ,47591.586
NL,2015,C0000X0350-0370,coal,GEP,TJ,141806.12
NL,2016,C0000X0350-0370,coal,GEP,TJ,132540.232
NL,2017,C0000X0350-0370,coal,GEP,TJ,112964.35
NL,2018,C0000X0350-0370,coal,GEP,TJ,99280.051
NL,2019,C0000X0350-0370,coal,GEP,TJ,63697.072
NL,2020,C0000X0350-0370,coal,GEP,TJ,27422.107
NL,2021,C0000X0350-0370,coal,GEP,TJ,52559.456
NL,2022,C0000X0350-0370,coal,GEP,TJ,53287.924
NL,2023,C0000X0350-0370,coal,GEP,TJ,31362.314
PL,2015,C0000X0350-0370,coal,GEP,TJ,469868.4
PL,2016,C0000X0350-0370,coal,GEP,TJ,469159.2
PL,2017,C0000X0350-0370,coal,GEP,TJ,472170.697
PL,2018,C0000X0350-0370,coal,GEP,TJ,470026.62
PL,2019,C0000X0350-0370,coal,GEP,TJ,425316.758
PL,2020,C0000X0350-0370,coal,GEP,TJ,386631.857
PL,2021,C0000X0350-0370,coal,GEP,TJ,459258.419
PL,2022,C0000X0350-0370,coal,GEP,TJ,449018.053
PL,2023,C0000X0350-0370,coal,GEP,TJ,355854.78
TR,2015,C0000X0350-0370,coal,GEP,TJ,267030.0
TR,2016,C0000X0350-0370,coal,GEP,TJ,325396.8
TR,2017,C0000X0350-0370,coal,GEP,TJ,343385.737
TR,2018,C0000X0350-0370,coal,GEP,TJ,400879.768
TR,2019,C0000X0350-0370,coal,GEP,TJ,400233.265
TR,2020,C0000X0350-0370,coal,GEP,TJ,374463.666
TR,2021,C0000X0350-0370,coal,GEP,TJ,365798.174
TR,2022,C0000X0350-0370,coal,GEP,TJ,400568.49
TR,2023,C0000X0350-0370,coal,GEP,TJ,422910.612
UK,2015,C0000X0350-0370,coal,GEP,TJ,273161.621
UK,2016,C0000X0350-0370,coal,GEP,TJ,110406.956
UK,2017,C0000X0350-0370,coal,GEP,TJ,81109.602
UK,2018,C0000X0350-0370,coal,GEP,TJ,60593.054
UK,2019,C0000X0350-0370,coal,GEP,TJ,24807.942
DE,2015,G3000,gas,GEP,GWH,63017.0
DE,2016,G3000,gas,GEP,GWH,82294.0
DE,2017,G3000,gas,GEP,GWH,87685.0
DE,2018,G3000,gas,GEP,GWH,83425.0
DE,2019,G3000,gas,GEP,GWH,90753.0
DE,2020,G3000,gas,GEP,GWH,96285.0
DE,2021,G3000,gas,GEP,GWH,97025.0
DE,2022,G3000,gas,GEP,GWH,83601.0
DE,2023,G3000,gas,GEP,GWH,84525.0
ES,2015,G3000,gas,GEP,GWH,52498.0
ES,2016,G3000,gas,GEP,GWH,52820.0
ES,2017,G3000,gas,GEP,GWH,64037.0
ES,2018,G3000,gas,GEP,GWH,58004.0
ES,2019,G3000,gas,GEP,GWH,83703.0
ES,2020,G3000,gas,GEP,GWH,69739.0
ES,2021,G3000,gas,GEP,GWH,71502.0
ES,2022,G3000,gas,GEP,GWH,85975.0
ES,2023,G3000,gas,GEP,GWH,64272.0
FR,2015,G3000,gas,GEP,GWH,21143.153
FR,2016,G3000,gas,GEP,GWH,34967.086
FR,2017,G3000,gas,GEP,GWH,40500.366
FR,2018,G3000,gas,GEP,GWH,30547.493
FR,2019,G3000,gas,GEP,GWH,39236.125
FR,2020,G3000,gas,GEP,GWH,35245.132
FR,2021,G3000,gas,GEP,GWH,33306.364
FR,2022,G3000,gas,GEP,GWH,45740.846
FR,2023,G3000,gas,GEP,GWH,30015.478
IT,2015,G3000,gas,GEP,GWH,110860.0
IT,2016,G3000,gas,GEP,GWH,126148.0
IT,2017,G3000,gas,GEP,GWH,140349.284
IT,2018,G3000,gas,GEP,GWH,128537.553
IT,2019,G3000,gas,GEP,GWH,141687.003
IT,2020,G3000,gas,GEP,GWH,133682.784
IT,2021,G3000,gas,GEP,GWH,143997.93
IT,2022,G3000,gas,GEP,GWH,141445.312
IT,2023,G3000,gas,GEP,GWH,118986.515
NL,2015,G3000,gas,GEP,GWH,45813.178
NL,2016,G3000,gas,GEP,GWH,52531.19
NL,2017,G3000,gas,GEP,GWH,57733.422
NL,2018,G3000,gas,GEP,GWH,57630.056
NL,2019,G3000,gas,GEP,GWH,70719.367
NL,2020,G3000,gas,GEP,GWH,72524.078
NL,2021,G3000,gas,GEP,GWH,56690.59
NL,2022,G3000,gas,GEP,GWH,47742.665
NL,2023,G3000,gas,GEP,GWH,46090.273
PL,2015,G3000,gas,GEP,GWH,6387.0
PL,2016,G3000,gas,GEP,GWH,7831.0
PL,2017,G3000,gas,GEP,GWH,10034.862
PL,2018,G3000,gas,GEP,GWH,12634.331
PL,2019,G3000,gas,GEP,GWH,14797.395
PL,2020,G3000,gas,GEP,GWH,17287.546
PL,2021,G3000,gas,GEP,GWH,15823.706
PL,2022,G3000,gas,GEP,GWH,11354.846
PL,2023,G3000,gas,GEP,GWH,16493.658
TR,2015,G3000,gas,GEP,GWH,99218.0
TR,2016,G3000,gas,GEP,GWH,89227.0
TR,2017,G3000,gas,GEP,GWH,110489.981
TR,2018,G3000,gas,GEP,GWH,92482.815
TR,2019,G3000,gas,GEP,GWH,57288.201
TR,2020,G3000,gas,GEP,GWH,70931.333
TR,2021,G3000,gas,GEP,GWH,111180.755
TR,2022,G3000,gas,GEP,GWH,75058.653
TR,2023,G3000,gas,GEP,GWH,69453.8
UK,2015,G3000,gas,GEP,GWH,99875.416
UK,2016,G3000,gas,GEP,GWH,143356.074
UK,2017,G3000,gas,GEP,GWH,136745.82
UK,2018,G3000,gas,GEP,GWH,131489.78
UK,2019,G3000,gas,GEP,GWH,130584.983
DE,2015,G3000,gas,GEP,KTOE,5418.487
DE,2016,G3000,gas,GEP,KTOE,7076.01
DE,2017,G3000,gas,GEP,KTOE,7539.553
DE,2018,G3000,gas,GEP,KTOE,7173.259
DE,2019,G3000,gas,GEP,KTOE,7803.353
DE,2020,G3000,gas,GEP,KTOE,8279.02
DE,2021,G3000,gas,GEP,KTOE,8342.648
DE,2022,G3000,gas,GEP,KTOE,7188.392
DE,2023,G3000,gas,GEP,KTOE,7267.842
ES,2015,G3000,gas,GEP,KTOE,4514.015
ES,2016,G3000,gas,GEP,KTOE,4541.702
ES,2017,G3000,gas,GEP,KTOE,5506.191
ES,2018,G3000,gas,GEP,KTOE,4987.446
ES,2019,G3000,gas,GEP,KTOE,7197.163
ES,2020,G3000,gas,GEP,KTOE,5996.475
ES,2021,G3000,gas,GEP,KTOE,6148.065
ES,2022,G3000,gas,GEP,KTOE,7392.519
ES,2023,G3000,gas,GEP,KTOE,5526.397
FR,2015,G3000,gas,GEP,KTOE,1817.984
FR,2016,G3000,gas,GEP,KTOE,3006.628
FR,2017,G3000,gas,GEP,KTOE,3482.405
FR,2018,G3000,gas,GEP,KTOE,2626.612
FR,2019,G3000,gas,GEP,KTOE,3373.699
FR,2020,G3000,gas,GEP,KTOE,3030.536
FR,2021,G3000,gas,GEP,KTOE,2863.832
FR,2022,G3000,gas,GEP,KTOE,3933.005
FR,2023,G3000,gas,GEP,KTOE,2580.867
IT,2015,G3000,gas,GEP,KTOE,9532.244
IT,2016,G3000,gas,GEP,KTOE,10846.776
IT,2017,G3000,gas,GEP,KTOE,12067.866
IT,2018,G3000,gas,GEP,KTOE,11052.24
IT,2019,G3000,gas,GEP,KTOE,12182.889
IT,2020,G3000,gas,GEP,KTOE,11494.65
IT,2021,G3000,gas,GEP,KTOE,12381.593
IT,2022,G3000,gas,GEP,KTOE,12162.108
IT,2023,G3000,gas,GEP,KTOE,10230.999
NL,2015,G3000,gas,GEP,KTOE,3939.224
NL,2016,G3000,gas,GEP,KTOE,4516.869
NL,2017,G3000,gas,GEP,KTOE,4964.181
NL,2018,G3000,gas,GEP,KTOE,4955.293
NL,2019,G3000,gas,GEP,KTOE,6080.771
NL,2020,G3000,gas,GEP,KTOE,6235.948
NL,2021,G3000,gas,GEP,KTOE,4874.513
NL,2022,G3000,gas,GEP,KTOE,4105.13
NL,2023,G3000,gas,GEP,KTOE,3963.05
PL,2015,G3000,gas,GEP,KTOE,549.183
PL,2016,G3000,gas,GEP,KTOE,673.345
PL,2017,G3000,gas,GEP,KTOE,862.843
PL,2018,G3000,gas,GEP,KTOE,1086.357
PL,2019,G3000,gas,GEP,KTOE,1272.347
PL,2020,G3000,gas,GEP,KTOE,1486.461
PL,2021,G3000,gas,GEP,KTOE,1360.594
PL,2022,G3000,gas,GEP,KTOE,976.341
PL,2023,G3000,gas,GEP,KTOE,1418.199
TR,2015,G3000,gas,GEP,KTOE,8531.212
TR,2016,G3000,gas,GEP,KTOE,7672.141
TR,2017,G3000,gas,GEP,KTOE,9500.428
TR,2018,G3000,gas,GEP,KTOE,7952.091
TR,2019,G3000,gas,GEP,KTOE,4925.899
TR,2020,G3000,gas,GEP,KTOE,6098.997
TR,2021,G3000,gas,GEP,KTOE,9559.824
TR,2022,G3000,gas,GEP,KTOE,6453.882
TR,2023,G3000,gas,GEP,KTOE,5971.952
UK,2015,G3000,gas,GEP,KTOE,8587.74
UK,2016,G3000,gas,GEP,KTOE,12326.404
UK,2017,G3000,gas,GEP,KTOE,11758.024
UK,2018,G3000,gas,GEP,KTOE,11306.086
UK,2019,G3000,gas,GEP,KTOE,11228.287
DE,2015,G3000,gas,GEP,TJ,226861.2
DE,2016,G3000,gas,GEP,TJ,296258.4
DE,2017,G3000,gas,GEP,TJ,315666.0
DE,2018,G3000,gas,GEP,TJ,300330.0
DE,2019,G3000,gas,GEP,TJ,326710.8
DE,2020,G3000,gas,GEP,TJ,346626.0
DE,2021,G3000,gas,GEP,TJ,349290.0
DE,2022,G3000,gas,GEP,TJ,300963.6
DE,2023,G3000,gas,GEP,TJ,304290.0
ES,2015,G3000,gas,GEP,TJ,188992.8
ES,2016,G3000,gas,GEP,TJ,190152.0
ES,2017,G3000,gas,GEP,TJ,230533.2
ES,2018,G3000,gas,GEP,TJ,208814.4
ES,2019,G3000,gas,GEP,TJ,301330.8
ES,2020,G3000,gas,GEP,TJ,251060.4
ES,2021,G3000,gas,GEP,TJ,257407.2
ES,2022,G3000,gas,GEP,TJ,309510.0
ES,2023,G3000,gas,GEP,TJ,231379.2
FR,2015,G3000,gas,GEP,TJ,76115.351
FR,2016,G3000,gas,GEP,TJ,125881.51
FR,2017,G3000,gas,GEP,TJ,145801.318
FR,2018,G3000,gas,GEP,TJ,109970.976
FR,2019,G3000,gas,GEP,TJ,141250.05
FR,2020,G3000,gas,GEP,TJ,126882.474
FR,2021,G3000,gas,GEP,TJ,119902.91
FR,2022,G3000,gas,GEP,TJ,164667.047
FR,2023,G3000,gas,GEP,TJ,108055.721
IT,2015,G3000,gas,GEP,TJ,399096.0
IT,2016,G3000,gas,GEP,TJ,454132.8
IT,2017,G3000,gas,GEP,TJ,505257.422
IT,2018,G3000,gas,GEP,TJ,462735.191
IT,2019,G3000,gas,GEP,TJ,510073.211
IT,2020,G3000,gas,GEP,TJ,481258.022
IT,2021,G3000,gas,GEP,TJ,518392.548
IT,2022,G3000,gas,GEP,TJ,509203.123
IT,2023,G3000,gas,GEP,TJ,428351.454
